Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,82.72,82.12,85.84,84.37,82.79,81.05,83.0,81.41,79.15,76.72,76.34
Gross Margin,17.28,17.88,14.16,15.63,17.21,18.95,17.0,18.59,20.85,23.28,23.66
SG&A,7.34,6.97,6.73,7.99,8.3,8.51,8.03,8.75,9.43,9.61,9.87
R&D,,,,,,,,,,,
Other,-0.29,-0.1,3.27,0.32,-1.34,0.21,-0.24,0.15,0.34,0.25,0.29
Operating Margin,10.23,11.0,4.17,7.32,10.25,10.23,9.21,9.69,11.08,13.42,13.49
Net Int Inc & Other,-1.24,-0.74,-1.03,-1.38,-1.19,-1.03,-0.99,-1.02,-1.02,-1.1,-1.22
EBT Margin,8.99,10.27,3.13,5.94,9.06,9.2,8.22,8.67,10.05,12.32,12.27
