Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,48.62,-39.88,,,-2.08,-8.71,12.42,-4.01,18.86,11.57,3.87
3-Year Average,13.61,-6.43,,4.63,23.1,,0.16,-0.5,8.65,8.38,
5-Year Average,18.64,1.93,,9.31,10.76,0.47,13.87,,2.77,5.49,
10-Year Average,5.78,-0.24,,4.56,5.8,9.18,7.74,4.94,5.99,8.09,
