Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,64.72,-33.63,-24.26,24.91,17.21,5.56,7.08,1.14,27.77,18.88,
3-Year Average,32.45,4.23,-6.09,-14.37,3.5,15.62,9.83,4.56,11.43,15.38,
5-Year Average,28.74,6.55,3.16,1.39,3.93,-4.92,4.62,10.85,11.35,11.67,
10-Year Average,15.44,11.18,7.33,7.33,7.67,10.64,5.58,6.93,6.25,7.73,
