Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,18.59,17.35,0.6,7.35,-3.02,-78.23,342.38,5.54,7.43,3.14,-1.59
3-Year Average,17.05,18.47,11.87,8.22,1.55,-39.03,-2.25,0.55,71.18,5.35,
5-Year Average,14.5,20.02,13.62,12.42,7.83,-23.18,0.17,1.14,1.15,2.41,
10-Year Average,21.45,21.02,11.81,11.49,9.93,-6.21,9.65,7.2,6.64,5.08,
