Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-21.73,-79.26,-48.39,437.5,19.19,-65.85,425.71,-22.01,114.29,-42.76,-49.21
3-Year Average,0.68,-48.8,-56.24,-16.83,48.98,29.81,28.86,11.87,106.34,-1.47,
5-Year Average,,-19.81,-35.78,-17.93,-11.7,-25.2,42.79,55.08,29.02,11.42,
10-Year Average,1.54,-10.69,-16.65,-2.52,,,7.0,-0.21,2.9,-0.81,
