Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,95.11,,,,-84.71,16.39,33.8,234.74,-72.01,56.18,-43.33
3-Year Average,-12.88,,,40.59,,,-38.02,73.39,7.82,13.53,
5-Year Average,26.92,,,27.33,-3.69,-13.14,,,-25.92,17.91,
10-Year Average,7.7,,,10.37,-0.54,5.0,6.63,3.89,-2.88,6.56,
