Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.61,,,16.24,-14.85,-6.15,18.03,-48.38,1.35,14.16,-27.4
3-Year Average,17.75,,17.16,19.11,,-2.43,-1.93,-17.0,-14.85,-15.79,
5-Year Average,1.63,,18.87,20.4,9.74,6.19,,-10.76,-13.17,-7.93,
10-Year Average,,,4.82,5.08,4.34,3.89,6.19,3.0,2.25,0.52,
