Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,192.53,5.06,-15.49,26.21,10.0,-13.75,16.16,2.47,-25.94,-6.59,11.17
3-Year Average,92.57,62.09,37.46,3.87,5.47,6.19,3.3,0.88,-4.11,-10.84,
5-Year Average,54.72,51.74,44.69,35.35,29.24,1.23,3.29,7.35,-3.51,-6.61,
10-Year Average,23.81,26.05,23.07,26.09,27.5,25.15,25.19,24.63,14.28,9.86,
