Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,63.02,,,88.52,41.45,-28.56,-3.81,-53.59,,,
3-Year Average,20.8,,-10.79,-6.36,,23.96,-0.94,-31.68,,,
5-Year Average,37.24,,-5.15,5.83,13.61,-3.67,,-3.19,,,
10-Year Average,14.11,,,,67.21,14.98,,-4.17,,,
