Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,88.18,35.48,-10.73,36.9,26.56,-24.89,91.67,-67.11,,,
3-Year Average,27.93,51.07,31.54,18.3,15.65,9.18,22.14,-22.06,,-28.13,
5-Year Average,36.79,28.05,20.42,33.33,31.57,9.5,17.36,-3.88,,-11.78,
10-Year Average,16.61,22.65,22.7,32.95,41.35,22.38,22.59,7.58,,7.74,
