Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,61.15,61.12,15.94,-51.71,79.51,-25.52,62.13,2.21,-23.84,-35.31,1641.45
3-Year Average,29.9,49.71,44.39,-3.38,0.17,-13.57,29.42,7.27,8.07,-20.44,
5-Year Average,19.09,29.93,32.57,13.44,21.15,3.82,3.95,1.36,11.03,-9.47,
10-Year Average,,,,,18.13,11.19,16.22,15.92,12.23,4.73,
