Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-60.66,,,,-60.89,99.66,72.81,8.37,-2.21,-30.92,
Free Cash Flow Growth % YOY,,,,,-89.08,492.0,140.2,-2.53,-21.36,-60.55,
Cap Ex as a % of Sales,5.4,7.51,4.32,4.8,3.88,4.76,4.04,7.2,9.89,8.17,6.69
Free Cash Flow/Sales %,-1.51,-23.98,-7.25,7.69,0.8,4.94,9.8,12.63,10.39,3.38,3.3
Free Cash Flow/Net Income,-0.31,1.65,0.74,0.36,0.15,0.77,1.26,0.38,1.08,0.21,0.27
