Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,2.01,,,,,,,,,
Free Cash Flow/Sales %,,-49.87,-250.77,,,,,,,,
Free Cash Flow/Net Income,7.88,-9.58,1.78,1.49,-0.01,-0.34,11.65,9.25,0.07,0.98,0.17
