Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,735.9,-68.1,75.0,40.66,-0.78,156.69,-79.45,162.69,-16.67
3-Year Average,,,,,67.11,-7.74,34.67,53.01,-19.41,11.49,
5-Year Average,,,,,,,45.46,14.87,5.2,14.1,
10-Year Average,,,,,,,,,,,
