Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.11,20.73,10.06,-6.94,-6.06,-2.31,4.34,21.08,17.9,24.54,
3-Year Average,3.56,10.0,9.9,7.34,-1.28,-5.12,-1.44,7.26,14.2,21.14,
5-Year Average,7.46,7.68,8.09,6.4,3.02,2.56,-0.39,1.53,6.45,12.62,
10-Year Average,2.72,8.98,10.29,9.26,6.63,4.98,3.57,4.76,6.42,7.72,
