Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,24.94,27.8,33.54,33.34,30.73,29.45,27.97,23.81,24.19,21.01,21.01
Gross Margin,75.06,72.2,66.46,66.66,69.27,70.55,72.03,76.19,75.81,78.99,78.99
SG&A,157.19,163.0,131.58,114.76,106.66,105.74,126.42,132.54,151.55,170.56,170.56
R&D,,,,,,,,,22.07,33.35,33.35
Other,-70.34,-29.94,-73.13,-56.68,-63.7,-61.16,-71.21,-71.28,-107.12,-35.12,-35.12
Operating Margin,-11.79,-60.86,8.01,8.58,26.31,25.97,16.82,14.92,9.32,-89.81,-89.81
Net Int Inc & Other,-21.76,-44.48,2.35,8.05,31.38,36.71,30.29,30.95,25.25,21.63,21.63
EBT Margin,-33.54,-105.34,10.36,16.62,57.69,62.68,47.11,45.87,34.57,-68.17,-68.17
