Key Efficiency Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Days Sales Outstanding,,,,,,,20.79,19.92,16.83,11.16,61.93
Days Inventory,,,,,,,,,,,
Payables Period,,,,,,,10.83,12.78,15.36,17.03,16.29
Cash Conversion Cycle,,,,,,,,,,,
Receivables Turnover,,,,,,,17.56,18.33,21.69,32.7,5.89
Inventory Turnover,,,,,,,,,,,
Fixed Assets Turnover,,,,,,,8.34,8.77,8.79,8.76,8.57
Asset Turnover,,,,,,,1.85,1.86,1.21,1.03,1.02
