Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,11.92,,5.33,6.18,1.59,5.73,-2.96,13.71,-14.73,-6.28,-10.42
3-Year Average,8.59,5.73,5.64,3.8,4.35,4.48,1.39,5.27,-2.01,-3.14,
5-Year Average,14.07,9.27,6.16,5.74,4.92,3.73,3.11,4.7,0.21,-1.39,
10-Year Average,18.58,16.33,14.12,12.83,10.62,8.78,6.15,5.43,2.94,1.72,
