Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,67.14,72.35,52.88,69.75,80.89,85.53
Gross Margin,,,,,,32.86,27.65,47.12,30.25,19.11,14.47
SG&A,,,,,,0.2,0.35,9.91,1.79,7.33,18.78
R&D,,,,,,9.55,10.43,14.56,,,
Other,,,,,,9.1,12.66,,58.6,67.39,95.35
Operating Margin,,,,,,14.0,4.21,22.65,-30.14,-55.61,-99.65
Net Int Inc & Other,,,,,,-1.78,-1.33,0.5,2.17,-0.26,0.64
EBT Margin,,,,,,12.22,2.88,23.14,-27.97,-55.87,-99.02
