Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,49.99,5.73,-49.4,46.88,-7.65,-6.08,-8.78,-3.04,-28.22,,
Free Cash Flow Growth % YOY,100.75,15.99,-51.03,64.94,-21.33,-21.75,-6.69,-7.53,-10.02,,
Cap Ex as a % of Sales,10.36,8.82,5.56,6.55,8.63,10.31,11.88,11.71,6.23,5.82,5.79
Free Cash Flow/Sales %,16.29,17.95,10.28,17.6,14.13,11.05,13.35,11.93,10.72,-6.02,-1.63
Free Cash Flow/Net Income,1.27,1.87,1.45,2.26,1.46,1.19,1.16,0.92,-2.05,-0.84,-0.27
