Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-62.22,352.94,-41.56,,,,147.06,,,15.79,-61.65
3-Year Average,,,,,,31.36,,,3.78,-19.39,
5-Year Average,,,,,,43.1,26.76,,,,
10-Year Average,,,,,,,,,,11.36,
