Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,1.69,7.88,0.01,0.51,1.83,4.52,9.19,8.13,1.08,1.29,0.85
Free Cash Flow/Sales %,-40.84,-9.85,35.42,1.04,-5.57,-31.06,-96.64,-79.92,-1.12,3.16,8.2
Free Cash Flow/Net Income,4.12,-2.99,2.37,0.08,-1.18,-5.89,-123.64,-47.22,-0.28,0.56,3.59
