Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,21.39,-0.66,-3.13,1.9,4.74,1.56,0.03,2.07,2.63,2.52,3.57
3-Year Average,23.32,21.23,5.32,-0.65,1.11,2.72,2.09,1.22,1.57,2.4,
5-Year Average,,,12.53,11.95,4.51,0.85,0.99,2.05,2.19,1.76,
10-Year Average,,,,,,,,7.16,6.96,3.12,
