Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,41.41,42.24,-33.48,52.01,53.79,0.1,-10.31,-13.36,-9.17,-14.47,27.94
3-Year Average,18.64,27.13,10.19,12.88,15.86,32.76,11.35,-8.03,-10.96,-12.36,
5-Year Average,22.14,23.05,9.58,15.75,25.62,17.23,6.9,12.7,1.67,-9.58,
10-Year Average,,,,,18.06,19.66,14.69,11.13,8.48,6.57,
