Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,24.51,31.06,10.07,-3.36,-7.56,18.65,293.55,49.64,-25.44,
3-Year Average,53.18,35.19,,21.56,11.71,-0.56,1.96,62.82,91.18,63.75,
5-Year Average,86.24,,42.45,28.94,,9.92,8.86,35.64,44.23,36.94,
10-Year Average,,,,,48.92,43.08,,39.0,36.37,,
