Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,82.57,79.5,80.91,81.97,82.39,83.84,84.66,83.15,83.95,80.76,80.22
Gross Margin,17.43,20.5,19.09,18.03,17.61,16.16,15.34,16.85,16.05,19.24,19.78
SG&A,10.86,10.91,16.32,13.02,12.64,11.93,12.16,12.2,12.52,13.46,12.52
R&D,,,,,,,,,,,
Other,0.16,4.1,1.12,0.78,0.57,1.47,5.63,1.12,-0.03,-0.31,-0.3
Operating Margin,7.28,6.16,2.37,4.37,5.15,2.86,-2.26,3.71,3.7,6.16,7.2
Net Int Inc & Other,-4.79,-1.42,-5.67,-3.02,-3.15,-1.93,-2.0,-1.82,-0.78,-1.05,-0.6
EBT Margin,2.49,4.74,-3.3,1.35,2.0,0.93,-4.27,1.89,2.92,5.11,6.6
