Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,28.54,27.45,26.59,24.53,24.38,22.17,19.69,22.75,23.15
Gross Margin,,,71.46,72.55,73.41,75.47,75.62,77.83,80.31,77.25,76.85
SG&A,,,23.56,24.43,33.79,27.14,28.48,38.7,27.94,22.84,21.92
R&D,,,12.01,17.96,18.87,16.68,16.99,18.28,19.4,17.81,17.69
Other,,,1.2,,,,,3.76,,,
Operating Margin,,,34.7,30.16,20.75,31.65,30.14,17.09,32.97,36.6,37.24
Net Int Inc & Other,,,7.17,0.76,0.28,-0.5,-1.77,-5.22,-3.9,-5.85,-5.95
EBT Margin,,,41.86,30.92,21.03,31.15,28.38,11.87,29.07,30.75,31.28
