Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,192.66,26.05,23.06,-41.26,132.28,9.2,16.37,-5.33,11.82,
3-Year Average,,72.99,,65.58,-3.05,18.86,14.21,43.44,6.35,7.2,
5-Year Average,,,,51.68,,44.01,18.24,16.36,10.42,25.59,
10-Year Average,,,,,,,,,29.42,,
