Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,100.0,25.93,26.51,1.29,,,,,,,
Free Cash Flow/Sales %,,,,-281.1,,,,,-52.03,4.81,4.81
Free Cash Flow/Net Income,1.08,1.36,1.0,1.06,0.53,0.85,0.78,0.86,1.13,-0.32,-0.32
