Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,39.08,37.33,34.52,35.59,35.76,35.61,36.28,37.28,36.85,39.6,46.41
Gross Margin,60.92,62.67,65.48,64.41,64.24,64.39,63.72,62.72,63.15,60.4,53.59
SG&A,40.08,42.84,45.47,44.72,46.41,46.61,47.13,46.84,46.69,45.74,41.79
R&D,,,,,,,,,,,
Other,0.29,0.1,,,,3.83,1.55,,,,
Operating Margin,20.54,19.73,20.01,19.68,17.83,13.95,15.03,15.88,16.46,14.66,11.8
Net Int Inc & Other,0.78,0.79,-0.02,-0.78,-0.4,-0.31,-0.97,-1.1,-1.42,-2.21,-2.74
EBT Margin,21.32,20.51,19.99,18.9,17.43,13.63,14.07,14.77,15.04,12.45,9.06
