Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,14.86,-77.11,439.13,4.84,-8.85,16.46,22.1,22.26,-0.97,29.09
3-Year Average,,19.94,-33.01,12.32,8.96,72.72,3.63,9.03,20.24,13.92,
5-Year Average,,23.31,-10.48,16.31,11.19,6.25,6.55,48.93,10.69,9.43,
10-Year Average,,,,,20.29,22.36,14.62,15.47,13.46,10.31,
