Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,39.61,40.22,45.13,46.55,49.24,46.09,46.61,50.53,50.3,49.93,52.27
Gross Margin,65.83,64.85,60.83,58.79,55.34,53.91,53.39,49.47,49.7,50.07,47.73
SG&A,3.92,3.58,4.08,3.39,2.86,2.7,2.72,2.66,2.93,3.75,2.97
R&D,,,,,,,,,,,
Other,40.51,43.46,38.74,39.07,38.05,41.1,43.43,39.31,38.67,38.3,36.62
Operating Margin,15.96,12.73,12.06,10.99,9.84,10.11,7.24,7.49,8.1,8.02,8.13
Net Int Inc & Other,-0.07,-0.94,-0.88,-0.06,-0.03,-0.25,0.15,1.32,-1.33,-2.81,-0.4
EBT Margin,15.89,11.79,11.18,10.93,9.82,9.86,7.39,8.81,6.77,5.21,7.73
