Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,-97.45,58.48,-36.24,-18.49,-30.67,258.18,1.52,-217.05
3-Year Average,,,,,,-70.45,-6.27,-28.84,26.49,36.1,
5-Year Average,,,,,,,,-57.07,15.38,5.55,
10-Year Average,,,,,,,,,,,
