Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,1.96,-25.45,-10.27,-6.43,3.56,0.27,34.76,-29.25,1.46,6.23,
3-Year Average,1.08,-14.49,-18.22,-14.46,-4.56,-0.96,11.85,-1.49,-1.1,-8.64,
5-Year Average,-0.82,-6.73,-9.0,-11.28,-10.27,-8.26,3.27,-1.52,0.09,0.6,
10-Year Average,,,,,-5.28,-4.59,-1.14,-4.8,-4.95,-4.38,
