Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.5,5.74,-0.62,3.05,5.49,0.45,3.39,1.08,28.34,28.11,-0.8
3-Year Average,9.35,7.84,5.42,2.69,2.61,2.97,3.09,1.63,10.28,18.45,
5-Year Average,23.21,16.74,6.56,5.13,4.96,2.79,2.33,2.68,7.28,11.53,
10-Year Average,,,,15.03,14.21,12.54,9.29,4.6,6.2,8.2,
