Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,6.53,4.62,12.19,13.29,8.97,8.85,3.22,6.71,5.5,0.95,0.61
3-Year Average,4.83,5.21,7.73,9.97,11.47,10.35,6.98,6.24,5.13,4.36,
5-Year Average,4.14,3.32,6.22,8.16,9.07,9.54,9.25,8.16,6.63,5.01,
10-Year Average,11.39,10.5,9.93,14.45,7.77,6.81,6.24,7.19,7.39,7.02,
