Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,121.92,4.07,161.91,29.25,57.58,87.32,
Free Cash Flow Growth % YOY,,,,,132.84,-60.02,658.62,26.78,67.57,91.19,
Cap Ex as a % of Sales,,,,14.84,16.33,24.27,17.3,14.69,14.07,16.25,15.73
Free Cash Flow/Sales %,,,,20.52,25.41,7.41,36.33,29.09,33.89,42.03,43.12
Free Cash Flow/Net Income,,,,0.67,0.94,7.11,1.91,1.23,1.65,1.14,1.03
