Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,140.92,9.51,27.19,6.46,-0.71,40.8,36.78,6.76,8.04,5.42,-1.43
3-Year Average,9.32,,49.71,14.03,10.37,14.17,24.12,27.16,16.41,6.74,
5-Year Average,14.05,6.39,12.72,,28.81,15.69,20.95,16.79,17.14,18.55,
10-Year Average,10.79,6.76,3.64,1.42,,14.87,13.44,14.74,,23.58,
