Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,215.87,33.17,26.42,17.61,27.92,14.29,35.59,58.39,24.01,10.37,22.93
3-Year Average,205.2,77.98,74.54,25.57,23.9,19.8,25.62,34.89,38.61,29.42,
5-Year Average,8.72,,116.77,53.0,51.57,23.68,24.13,29.86,31.24,27.42,
10-Year Average,26.15,24.34,21.79,18.53,10.97,15.96,,67.78,41.7,38.97,
