Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,882.0,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,4.94,12.09,15.04,2.32,0.26,3.07,3.5,0.52,4.25,8.71,10.01
Free Cash Flow/Sales %,7.96,-6.26,-20.48,-0.27,-3.15,2.13,2.51,8.19,7.53,-4.27,1.32
Free Cash Flow/Net Income,0.46,1.57,0.77,-0.09,0.62,-0.15,-0.2,3.02,2.03,0.32,-0.41
