Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,215.0,,820.0,,,-522.0,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,11.17,10.22,5.57,6.68,7.24,8.49,8.46,7.68,7.62,7.7,7.78
Free Cash Flow/Sales %,-6.03,-3.29,8.56,5.46,5.19,2.27,3.81,4.55,1.95,5.37,3.81
Free Cash Flow/Net Income,-2.17,-1.41,2.66,1.12,0.77,0.29,0.5,0.57,0.24,0.64,0.43
