Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-19.22,,,,,3.89,-24.95,52.9,-27.29,56.0,26.59
3-Year Average,5.71,,,,,,,6.03,-5.86,20.15,
5-Year Average,8.92,,,,-10.6,-5.99,,,,6.22,
10-Year Average,14.67,,,,1.71,1.19,-2.91,-0.05,-4.84,-2.55,
