Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,74.47,10.35,16.7,13.92,13.42,13.02,7.85,9.27,8.66,21.72,13.94
3-Year Average,25.87,32.84,30.97,13.63,14.67,13.45,11.4,10.03,8.59,13.06,
5-Year Average,25.9,,22.2,25.53,23.76,13.46,12.94,11.47,10.42,11.99,
10-Year Average,,,,,,19.52,,17.61,17.73,17.73,
