Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,3.43,-36.49,38.38,9.9,18.66,3.79
3-Year Average,,,,,,,,-3.13,-1.15,21.75,
5-Year Average,,,,,,,,,,3.46,
10-Year Average,,,,,,,,,,,
