Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,19.31,16.75,16.16,16.95,12.91,14.93,14.2,23.29,31.47,34.68,34.1
Gross Margin,80.69,83.25,83.84,83.05,87.09,85.07,85.8,76.71,68.53,65.32,65.9
SG&A,7.54,6.39,6.83,6.69,5.67,3.64,4.91,5.0,4.95,4.87,4.52
R&D,,,,,,,,,,,
Other,28.54,28.76,69.02,29.86,53.23,41.95,41.18,55.71,57.73,48.95,49.98
Operating Margin,44.61,48.1,7.99,46.5,28.2,39.47,39.71,16.0,5.86,11.5,11.41
Net Int Inc & Other,-29.73,-27.97,0.68,-15.64,0.76,0.16,0.87,0.77,1.16,5.75,15.78
EBT Margin,14.88,20.13,8.66,30.86,28.96,39.63,40.57,16.76,7.02,17.25,27.19
