Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-32.42,80.08,5.51,8.69,11.26,-0.7,2.22,-14.82,-4.8,3.47,
3-Year Average,1.68,18.35,8.69,27.35,8.46,6.29,4.14,-4.74,-6.07,-5.68,
5-Year Average,21.8,24.0,14.84,13.71,9.2,17.94,5.31,0.89,-1.75,-3.16,
10-Year Average,3.84,10.78,8.86,9.6,12.89,19.85,14.27,7.64,5.7,2.83,
