Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,29.02,8.96,4.73,27.34,10.19,20.53,13.42,-8.87,22.29,7.86,
Free Cash Flow Growth % YOY,21.07,-28.16,68.07,29.61,5.26,21.03,12.8,-11.47,29.31,10.78,
Cap Ex as a % of Sales,6.41,13.99,4.93,4.91,5.77,5.83,6.0,5.7,5.26,4.7,3.93
Free Cash Flow/Sales %,24.06,15.2,25.06,27.96,25.01,25.82,25.81,21.22,26.33,27.95,22.45
Free Cash Flow/Net Income,1.56,1.35,2.12,1.89,1.55,1.89,2.22,2.65,2.7,1.78,1.68
