Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,32.45,32.42,33.96,34.89,33.7,32.17,32.32,32.19,30.43,30.06,29.74
Gross Margin,67.55,67.58,66.04,65.11,66.3,67.83,67.68,67.81,69.57,69.94,70.26
SG&A,6.93,6.78,6.82,6.33,5.41,4.59,4.37,4.21,3.36,3.15,3.19
R&D,,,,,,,,,,,
Other,47.6,27.02,31.87,31.81,32.09,32.03,32.41,42.85,38.48,34.28,34.45
Operating Margin,13.01,33.78,27.35,26.96,28.8,31.21,30.91,20.75,27.73,32.52,32.62
Net Int Inc & Other,-1.73,-14.04,-16.4,-14.98,-18.75,-7.36,-7.83,-6.91,-6.94,1.36,8.4
EBT Margin,11.28,19.75,10.95,11.98,10.05,23.85,23.07,13.85,20.78,33.88,41.02
