Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,6.52,5.3,4.6,2.62,4.38,7.06,5.43,3.64,0.97,0.7,0.7
Gross Margin,93.48,94.7,95.4,97.38,95.62,92.94,94.57,96.36,99.03,99.3,99.3
SG&A,29.64,28.07,29.96,30.11,29.6,31.71,36.87,37.3,38.62,38.2,38.2
R&D,,,,,,,,,,,
Other,51.76,55.13,54.25,55.09,55.47,49.47,49.07,51.0,58.33,57.56,57.56
Operating Margin,12.08,11.5,11.19,12.18,10.56,11.76,8.63,8.07,2.08,3.54,3.54
Net Int Inc & Other,1.29,0.3,-0.11,0.11,0.68,-0.41,1.42,-1.06,12.65,1.51,1.51
EBT Margin,13.37,11.79,11.07,12.28,11.24,11.35,10.06,7.0,14.73,5.06,5.06
