Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,11.26,-12.65,41.04,11.61,1.2,6.6,69.4,59.85,94.02,17.7
3-Year Average,,,,11.08,11.2,16.79,6.38,22.26,42.38,73.85,
5-Year Average,,,,,,9.13,8.2,23.53,26.66,41.48,
10-Year Average,,,,,,,,,,,
