Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,74.06,69.27,48.34,40.54,37.13,33.22,34.01,39.03,38.81,32.74,32.15
Gross Margin,25.94,30.73,51.66,59.46,62.87,66.78,65.99,60.97,61.19,67.26,67.85
SG&A,,,,,2.94,,,,,,
R&D,,,,,,4.99,5.5,6.11,6.23,6.99,
Other,16.67,20.54,37.84,43.13,42.15,43.96,39.54,33.77,32.79,35.93,42.89
Operating Margin,9.27,10.19,13.81,16.33,17.78,17.82,20.95,21.09,22.18,24.35,24.96
Net Int Inc & Other,-3.07,-3.77,-4.34,-3.99,-4.99,-4.94,-4.23,-4.36,-4.25,-4.65,-4.5
EBT Margin,6.2,6.41,9.48,12.34,12.8,12.88,16.72,16.73,17.93,19.7,20.46
