Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,361.72,-81.98,48.85,76.76,-58.32,109.64,
3-Year Average,,,,,,,7.4,-22.02,3.12,15.59,
5-Year Average,,,,,,,,,-1.81,-16.16,
10-Year Average,,,,,,,,,,,
