Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,10.21,-60.05,17.63,510.37,13.64,4.63,-32.64,102.05,6.19,0.46,11.51
3-Year Average,27.5,-14.8,-19.69,42.09,101.32,93.61,-7.13,12.51,13.06,29.18,
5-Year Average,23.15,-3.49,-0.52,34.74,29.15,27.81,41.89,58.1,11.44,8.73,
10-Year Average,,,23.57,24.75,16.55,25.46,17.02,25.41,22.54,18.5,
