Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.22,13.44,6.76,9.51,16.01,13.17,7.68,13.56,7.35,18.85,11.1
3-Year Average,5.41,7.44,8.41,9.87,10.69,12.86,12.23,11.44,9.49,13.16,
5-Year Average,9.16,7.54,7.24,7.72,10.11,11.73,10.57,11.94,11.5,12.04,
10-Year Average,,,3.86,6.05,9.27,10.44,9.04,9.57,9.59,11.07,
