Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,1743.74,-17.39,-82.24,24.15,-85.4,199.52,425.1,21.53,
3-Year Average,,,298.41,,39.34,-43.31,-68.19,-18.42,31.94,167.37,
5-Year Average,,,,,56.13,,-13.28,-39.71,-12.73,28.21,
10-Year Average,,,,,,,,,,41.49,
