Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,12.95,34.39,3.32,-5.5,15.05,-17.72,44.1,23.49,-50.8,-488.89
3-Year Average,,27.92,28.69,16.18,9.48,3.95,-3.65,10.9,13.55,-4.34,
5-Year Average,,15.31,18.8,23.79,15.78,11.26,4.43,5.9,9.74,-3.69,
10-Year Average,,,,,45.04,15.94,9.74,12.16,16.55,5.6,
