Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-3.23,-3.33,-6.53,-10.02,11.72,2.28,-1.13,-0.09,-54.84,76.74,9.16
3-Year Average,13.9,1.09,-4.38,-6.67,-2.06,0.93,4.15,0.34,-23.59,-7.26,
5-Year Average,22.98,19.32,5.95,-2.77,-2.55,-1.46,-1.02,0.31,-12.61,-4.21,
10-Year Average,,,,13.09,15.22,10.08,8.68,3.09,-7.82,-3.38,
