Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,0.97,1.03,0.23,1.12,0.37,0.7,2.89,1.36,0.18,17.89,0.8
Free Cash Flow/Sales %,-14.52,4.39,-12.34,-5.73,-9.52,-0.75,-11.31,14.86,-65.28,-73.45,-24.44
Free Cash Flow/Net Income,1.07,-0.88,0.92,2.83,-15.25,-0.71,3.78,-0.18,-12.32,0.87,0.49
