Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,458.0,,,,,,,,,
Cap Ex as a % of Sales,3.14,4.31,3.49,2.18,2.2,4.88,6.28,3.17,2.28,3.73,2.98
Free Cash Flow/Sales %,8.53,6.25,7.08,3.33,2.96,1.3,-0.62,3.2,10.85,6.99,3.91
Free Cash Flow/Net Income,0.96,0.81,-2.7,3.94,0.76,0.5,-0.24,0.99,22.09,1.42,0.68
