Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,38.3,-24.14,-17.44,162.39,12.89,-14.97,-12.59,21.66,-2.43,-9.67,
3-Year Average,-2.45,-15.15,-4.68,18.01,34.73,36.06,-5.68,-3.3,1.24,2.36,
5-Year Average,17.48,-1.27,-10.28,5.76,20.74,9.55,12.7,21.78,-0.08,-4.43,
10-Year Average,0.04,-1.36,-5.02,0.85,25.92,13.45,5.48,4.53,2.8,7.42,
