Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,25.54,9.44,-37.08,-54.55,140.0,4.17,17.59,24.05,7.75,31.33,19.02
3-Year Average,42.16,19.61,-4.74,-32.1,-11.79,4.35,43.25,14.96,16.27,20.63,
5-Year Average,61.63,23.36,14.62,-13.32,-1.17,-4.79,-3.41,10.63,31.48,16.55,
10-Year Average,15.27,13.4,2.77,-7.25,26.28,24.05,9.16,12.61,6.76,7.33,
