Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,42.39,46.13,48.89,47.95,46.59,50.66,70.5,71.43,70.45,70.73,72.72
Gross Margin,57.61,53.87,51.11,52.05,53.41,49.34,29.5,28.57,29.55,29.27,27.28
SG&A,25.3,24.81,26.03,27.44,27.13,22.19,15.85,14.38,15.19,14.86,14.7
R&D,,,,,,,,,,,
Other,2.57,3.98,6.84,4.74,2.68,6.84,,,,,
Operating Margin,29.74,25.07,18.23,19.87,23.6,20.31,13.65,14.19,14.36,14.42,12.58
Net Int Inc & Other,-13.78,-14.19,-11.79,-10.39,-9.84,-8.46,-5.62,-5.44,-7.39,-7.12,-7.16
EBT Margin,15.96,10.89,6.44,9.49,13.76,11.85,8.04,8.76,6.97,7.3,5.42
