Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4523.94,259.65,49.29,39.85,44.82,44.76,36.79,43.99,16.58,18.43,7.5
3-Year Average,123.46,,528.5,95.82,44.6,43.13,42.07,41.8,31.93,25.74,
5-Year Average,55.68,185.37,126.38,,246.97,73.55,43.04,42.01,36.93,31.53,
10-Year Average,32.61,46.02,33.64,36.3,49.54,63.97,104.86,80.97,,113.63,
