Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,45.5,-3.5,-35.53,29.7,14.87,12.23,-21.06,-15.63,-24.0,15.85,29.2
3-Year Average,38.61,27.2,-3.26,-6.9,-1.33,18.69,0.58,-9.25,-20.31,-9.43,
5-Year Average,26.68,25.63,10.63,11.47,6.17,0.79,-3.18,2.18,-8.18,-8.03,
10-Year Average,22.21,19.07,12.37,,13.21,13.0,10.29,6.32,1.17,-1.19,
